Replicate,UC1_AssignedTextUC,UC2_AssignedTextUC,UC3_AssignedTextUC,UC4_AssignedTextUC,UC5_AssignedTextUC,UC6_AssignedTextUC,UC7_AssignedTextUC,UC8_AssignedTextUC,UC9_AssignedTextUC,UC10_AssignedTextUC,UC11_AssignedTextUC,UC12_AssignedTextUC,UC13_AssignedTextUC,UC14_AssignedTextUC,UC15_AssignedTextUC,UC16_AssignedTextUC,UC17_AssignedTextUC,UC18_AssignedTextUC,UC19_AssignedTextUC,UC20_AssignedTextUC,UC21_AssignedTextUC
1842,8,18,19,14,3,9,7,5,12,16,2,11,1,21,10,20,17,6,15,4,13
1843,2,8,16,21,10,6,14,12,5,17,9,20,1,19,18,7,4,3,15,13,11
1844,4,10,16,8,2,15,21,18,7,14,20,12,19,5,11,9,3,17,1,13,6
1845,18,10,13,14,3,4,16,21,11,19,5,9,20,6,1,15,2,12,17,7,8
1846,11,12,16,20,7,2,13,5,14,18,15,3,9,6,8,10,1,19,4,21,17
1847,7,14,4,13,18,3,16,6,2,11,1,17,8,5,19,9,21,20,15,12,10
1848,6,13,4,16,10,15,19,14,21,20,3,2,17,12,1,9,7,11,18,8,5
1849,15,17,18,10,16,3,9,7,4,8,2,6,1,12,13,20,19,11,5,21,14
1850,19,4,20,1,9,2,14,11,10,12,15,7,6,13,21,17,16,18,3,5,8
1851,9,16,21,18,1,12,2,5,11,3,6,14,7,20,15,19,4,8,10,13,17
1852,9,14,3,10,1,2,12,18,19,16,13,8,4,21,15,6,17,7,11,20,5
1853,1,10,14,20,17,11,3,15,4,13,16,6,19,12,18,7,9,2,8,5,21
1854,1,9,14,12,16,8,19,21,13,11,3,7,17,15,20,10,4,5,18,2,6
1855,21,11,2,14,10,19,20,17,16,18,3,12,13,7,6,15,8,1,5,4,9
1856,18,15,8,12,6,19,3,7,14,20,2,16,4,10,5,13,11,21,17,1,9
1857,7,9,13,19,6,16,17,3,11,20,10,4,1,14,12,2,5,21,18,8,15
1858,6,16,18,17,10,1,14,11,9,20,19,8,21,7,12,4,13,3,5,2,15
1859,12,13,6,15,9,5,11,8,19,2,3,14,17,16,4,20,21,1,18,7,10
1860,18,8,7,6,20,5,21,1,11,10,2,16,14,17,4,13,19,9,3,12,15
1861,2,14,1,6,8,5,7,18,20,19,21,15,13,4,3,9,12,16,11,10,17
1862,3,19,8,9,17,10,18,15,14,11,6,12,5,7,16,1,13,2,21,4,20
1863,2,21,11,14,12,6,1,16,5,15,13,7,10,3,20,4,9,8,19,17,18
1864,12,11,13,17,10,16,6,2,5,14,3,19,20,1,4,15,21,8,7,9,18
1865,1,12,18,21,14,20,13,8,10,19,4,15,11,2,17,5,6,16,3,7,9
1866,9,18,20,17,14,3,16,11,21,8,4,6,10,2,15,5,12,13,1,7,19
1867,4,21,14,19,16,15,6,11,12,9,1,17,10,7,3,20,5,2,13,18,8
1868,19,6,17,7,20,9,5,15,3,1,14,2,4,21,11,10,12,16,18,13,8
1869,12,18,19,4,9,7,11,14,8,5,6,15,2,16,1,20,21,17,13,10,3
1870,15,11,5,19,18,16,21,12,20,10,3,8,13,1,17,14,7,2,9,4,6
1871,1,5,21,12,7,17,15,2,4,13,6,8,3,20,19,11,18,9,14,16,10
1872,15,21,8,18,12,2,17,11,5,9,1,16,7,3,19,14,10,20,13,6,4
1873,16,15,7,5,2,1,10,3,6,11,14,13,18,17,19,12,9,8,21,4,20
1874,15,10,17,18,8,5,6,13,2,7,4,12,21,3,1,11,20,9,14,19,16
1875,17,12,13,10,18,20,2,4,19,5,8,16,21,11,15,3,1,7,9,6,14
1876,12,16,7,8,18,4,20,15,5,9,3,21,14,10,19,2,13,11,6,17,1
1877,2,1,13,3,10,20,4,14,7,15,6,19,17,5,12,16,9,8,21,18,11
1878,18,10,19,21,12,5,8,4,3,11,7,17,6,16,13,15,14,2,9,20,1
1879,16,13,5,3,4,6,9,7,21,2,1,17,8,14,19,11,18,10,15,12,20
1880,21,6,1,14,8,11,10,9,2,5,7,4,13,17,16,3,15,20,18,19,12
1881,3,15,21,16,1,9,20,7,12,17,5,14,10,6,19,4,2,13,18,8,11
1882,18,7,6,12,2,5,8,13,14,3,9,4,20,21,17,16,19,1,10,11,15
1883,3,10,11,15,12,18,5,21,20,16,7,9,6,13,4,8,19,17,14,1,2
1884,19,6,15,21,13,2,8,4,10,18,5,7,16,1,9,11,12,3,14,20,17
1885,17,8,20,15,18,3,6,11,9,7,14,1,12,4,19,16,2,5,13,21,10
1886,15,4,12,9,18,11,19,1,16,10,17,3,2,20,6,21,8,5,14,7,13
1887,1,7,10,12,11,13,18,20,16,14,15,21,4,9,2,5,6,19,8,17,3
1888,7,13,12,20,3,6,9,5,11,18,14,8,10,2,1,4,21,19,17,15,16
1889,17,6,2,9,15,1,16,5,4,13,7,10,8,19,11,14,3,21,12,18,20
1890,10,5,15,3,19,4,8,12,9,17,14,7,2,13,20,16,21,11,6,18,1
1891,10,16,20,8,19,13,14,15,18,9,4,12,7,1,5,17,11,3,2,21,6
1892,9,3,2,19,1,4,7,16,17,12,11,5,15,13,10,14,18,20,21,6,8
1893,5,14,4,20,13,3,7,9,8,1,2,18,10,16,21,15,19,11,17,12,6
1894,10,15,20,11,9,14,8,2,3,1,18,7,17,21,13,5,16,19,6,12,4
1895,16,19,8,7,11,13,9,10,4,15,14,5,2,12,21,6,3,1,18,20,17
1896,21,2,11,18,1,9,4,7,16,8,14,10,19,3,6,5,13,15,17,20,12
1897,14,13,18,1,6,15,21,19,12,3,4,16,9,2,8,20,10,7,11,17,5
1898,8,1,17,5,4,12,14,6,19,11,2,10,9,13,15,18,3,16,21,7,20
1899,3,6,16,17,2,4,18,19,13,14,7,11,12,1,21,10,9,20,15,8,5
1900,18,2,20,8,10,12,11,9,19,1,15,14,21,5,13,3,7,16,4,6,17
1901,2,16,15,6,19,7,14,12,21,1,3,20,5,11,13,4,10,8,18,17,9
1902,4,9,17,2,19,3,18,13,15,5,20,11,8,21,1,6,14,7,10,16,12
1903,10,8,2,7,4,17,3,21,19,15,6,16,12,13,20,9,14,18,11,1,5
1904,7,13,3,6,17,11,20,16,19,18,8,2,4,1,9,10,21,5,14,12,15
1905,15,1,5,17,2,7,11,20,13,9,16,21,8,3,18,6,10,4,14,12,19
1906,13,12,1,8,6,4,15,20,3,17,5,10,18,21,19,9,16,14,2,7,11
1907,8,7,14,2,9,10,13,17,1,21,16,4,15,5,6,11,12,20,18,19,3
1908,14,2,19,8,4,15,20,1,17,10,18,5,9,12,13,7,11,3,21,16,6
1909,4,15,17,1,7,6,11,21,5,3,16,9,2,19,14,12,18,13,8,20,10
1910,8,1,3,5,14,16,6,10,15,7,12,21,18,17,4,19,9,13,11,20,2
1911,2,18,14,20,10,7,1,15,17,16,19,8,11,12,6,13,21,5,3,9,4
1912,10,6,21,14,1,16,3,4,18,20,7,8,11,9,13,17,15,2,12,19,5
1913,3,11,9,15,2,1,6,10,7,13,21,8,18,16,14,17,19,4,12,20,5
1914,6,1,17,3,15,7,18,4,8,16,9,5,12,19,21,14,10,2,11,13,20
1915,1,2,11,8,18,17,13,12,15,7,14,10,21,6,20,3,9,4,5,19,16
1916,12,14,19,7,4,9,11,20,17,3,6,2,8,18,13,5,21,15,16,1,10
1917,11,12,19,4,10,3,20,2,17,5,14,16,21,9,18,8,1,13,15,6,7
1918,13,15,1,12,19,8,9,20,4,6,10,5,17,3,11,21,2,16,18,14,7
1919,1,14,10,20,11,3,17,12,6,8,16,19,5,4,18,15,13,7,21,9,2
1920,21,18,15,5,11,17,7,10,19,20,1,12,3,13,8,4,6,16,9,2,14
1921,20,12,21,19,18,15,14,17,2,10,3,13,11,5,1,9,4,16,7,6,8
1922,8,1,3,9,16,20,12,14,11,17,6,18,2,10,5,21,4,15,13,7,19
1923,14,17,9,7,2,20,16,19,12,1,10,13,18,6,15,4,3,8,5,21,11
1924,4,14,6,5,12,18,7,19,21,10,16,9,2,11,20,1,15,3,8,13,17
1925,17,9,7,15,4,5,14,6,18,20,3,1,16,11,12,13,2,10,21,19,8
1926,17,12,1,19,11,6,9,3,7,4,14,21,18,13,10,8,5,2,16,20,15
1927,12,6,18,8,19,7,15,11,4,13,9,3,17,5,14,2,16,21,20,1,10
1928,5,6,10,16,15,2,8,3,14,17,18,1,7,21,11,20,19,13,12,4,9
1929,21,17,7,20,13,10,2,14,5,1,18,3,12,15,4,11,9,19,8,16,6
1930,20,14,21,10,3,4,7,9,1,5,12,11,18,15,17,19,8,13,6,2,16
1931,12,7,4,5,20,9,10,14,3,11,2,1,8,19,6,15,18,21,17,16,13
1932,17,2,18,20,21,7,6,13,8,4,14,5,10,12,3,11,9,15,19,1,16
1933,11,2,3,13,20,18,17,1,14,5,19,16,6,8,21,12,15,9,10,7,4
1934,17,5,16,7,4,12,13,10,2,20,15,6,1,3,9,14,18,8,11,21,19
1935,20,2,3,12,1,9,7,13,6,16,10,21,5,14,15,17,4,19,8,11,18
1936,13,5,2,16,20,1,18,6,3,19,8,11,10,9,4,21,12,17,15,7,14
1937,14,6,2,21,18,19,4,12,10,17,20,9,7,5,11,1,13,16,8,3,15
1938,18,4,6,5,15,8,9,3,16,21,7,19,14,17,2,1,11,20,12,10,13
1939,5,15,19,9,6,11,3,14,20,10,12,7,18,2,1,13,4,21,17,16,8
1940,12,9,7,2,20,11,1,3,5,4,13,6,21,19,15,14,17,8,10,18,16
1941,3,13,9,8,17,2,21,7,4,16,15,18,5,19,10,11,20,6,1,14,12
1942,1,7,3,16,10,17,14,19,13,8,12,21,11,18,5,9,15,2,20,4,6
1943,12,4,20,3,17,19,5,9,13,18,2,1,16,7,21,11,8,10,6,15,14
1944,20,6,8,21,19,17,10,7,14,15,18,12,11,1,4,16,9,5,3,13,2
1945,16,4,1,9,17,11,18,7,2,21,19,15,6,14,5,8,12,13,10,20,3
1946,18,2,14,13,1,7,21,16,12,15,5,6,20,17,19,3,4,10,8,11,9
1947,18,6,11,15,2,20,14,12,9,10,1,21,5,4,13,19,3,16,8,7,17
1948,13,19,16,20,18,4,17,6,7,1,2,14,11,3,10,21,8,9,12,15,5
1949,11,17,13,9,12,20,1,16,21,8,7,2,6,15,10,4,5,18,19,3,14
1950,20,8,7,2,16,14,9,19,12,11,21,3,10,1,13,17,18,15,5,4,6
1951,2,11,18,1,7,20,3,17,12,8,21,19,15,14,6,9,10,16,5,13,4
1952,16,20,8,17,5,13,2,3,19,15,6,18,4,14,21,12,11,7,10,9,1
1953,3,16,20,18,8,11,6,13,4,17,9,10,21,12,2,19,14,15,7,5,1
1954,5,13,1,21,18,6,17,9,3,15,16,12,19,7,10,2,8,11,4,14,20
1955,16,15,20,1,18,6,10,5,7,9,12,8,4,21,3,19,13,2,14,11,17
1956,5,16,1,19,20,10,17,18,15,3,4,8,12,2,14,7,6,21,9,11,13
1957,21,5,15,19,3,1,4,2,13,9,10,14,12,18,16,7,6,8,17,20,11
1958,9,4,14,5,11,18,15,12,10,3,1,7,19,8,6,17,20,13,2,21,16
1959,6,20,8,2,5,1,10,13,3,18,11,17,14,7,9,12,16,19,4,15,21
1960,5,8,3,15,4,11,18,2,7,9,10,13,14,19,12,21,17,1,16,6,20
1961,5,14,11,8,18,1,7,15,2,9,3,4,12,20,16,21,6,10,19,17,13
1962,10,18,5,19,3,9,13,7,6,20,4,1,11,16,21,17,2,15,8,14,12
1963,16,1,21,18,3,15,13,4,9,17,2,14,6,20,11,12,10,5,19,7,8
1964,13,7,20,17,8,10,1,4,14,11,3,5,12,6,16,2,15,9,21,19,18
1965,18,7,20,13,14,8,6,10,21,5,19,11,17,4,9,12,2,15,16,1,3
1966,21,10,14,3,13,15,12,6,11,5,4,9,20,17,7,2,8,16,18,1,19
1967,6,4,5,13,16,7,3,21,19,20,11,18,10,17,2,9,14,1,12,8,15
1968,14,2,13,3,17,11,12,20,8,7,5,15,9,18,1,6,19,16,21,4,10
1969,17,8,19,13,5,7,20,10,16,9,2,4,14,11,12,1,15,3,18,21,6
1970,19,3,21,6,11,16,18,9,5,20,13,17,12,8,15,10,2,1,14,4,7
1971,11,9,19,5,3,18,21,14,2,8,15,1,6,7,13,12,10,4,16,20,17
1972,9,19,10,18,8,13,12,16,4,6,2,11,20,5,17,21,14,1,3,7,15
1973,3,2,13,12,5,17,16,20,21,7,6,15,1,14,8,9,11,18,10,4,19
1974,10,18,20,7,6,3,1,8,14,2,21,12,13,16,9,4,19,11,17,5,15
1975,16,2,21,13,4,12,5,6,17,3,14,8,20,11,18,19,1,9,7,15,10
1976,17,2,3,9,20,7,6,13,5,16,10,1,14,18,21,12,15,8,11,4,19
1977,2,3,7,10,14,4,20,9,6,13,16,15,8,17,11,5,12,19,21,18,1
1978,8,17,1,21,9,4,5,12,13,11,16,19,3,6,10,2,7,18,15,20,14
1979,18,10,7,6,21,3,17,19,4,14,2,8,13,12,16,5,9,15,11,1,20
1980,11,14,9,10,6,3,2,19,8,7,15,17,18,5,21,1,20,13,16,4,12
1981,3,18,1,7,6,16,11,4,2,13,15,5,14,10,21,17,12,9,20,8,19
1982,3,10,8,17,1,5,19,6,13,20,14,12,7,4,21,11,2,18,15,9,16
1983,10,9,18,20,11,19,15,21,12,1,13,4,7,6,5,8,17,2,14,3,16
1984,17,18,15,5,3,19,4,21,2,13,12,16,11,10,8,20,6,9,7,1,14
1985,2,16,11,3,17,1,21,12,13,15,7,10,14,18,8,20,5,4,9,6,19
1986,10,9,2,20,14,19,3,16,7,1,15,6,5,8,4,11,13,12,21,18,17
1987,15,6,9,10,11,2,13,3,20,17,18,12,4,7,14,5,8,21,16,1,19
1988,8,7,17,19,18,10,16,12,6,11,2,4,1,13,20,14,15,5,9,3,21
1989,10,18,21,11,1,16,5,4,9,2,15,17,19,8,13,20,14,3,6,7,12
1990,15,19,12,6,4,10,17,1,14,8,3,21,20,9,16,7,5,13,18,11,2
1991,11,16,14,2,10,7,19,8,21,20,12,15,5,17,18,1,9,6,13,4,3
1992,17,20,10,5,12,1,9,21,6,19,4,3,7,8,14,11,2,15,16,18,13
1993,8,7,10,21,13,9,12,1,4,20,2,11,14,19,16,15,6,17,18,5,3
1994,15,21,4,3,11,16,10,8,5,9,12,7,13,6,20,19,18,1,2,17,14
1995,16,7,10,13,19,17,6,3,11,2,14,1,15,18,12,4,5,9,8,21,20
1996,21,7,12,11,14,9,2,10,16,18,15,19,20,8,6,4,17,1,13,5,3
1997,1,16,15,17,9,8,10,6,19,5,18,13,14,7,3,4,21,12,2,11,20
1998,7,11,19,6,1,10,8,15,16,4,3,5,14,13,2,17,20,18,21,9,12
1999,6,12,1,14,8,15,13,4,16,21,10,5,7,9,11,2,3,17,19,20,18
2000,18,8,14,6,15,9,3,21,13,10,1,17,5,7,11,4,16,19,2,12,20
