QueryID,Model,Run,File,ClassRaw,ClassCanonical,MethodName,Signature,DeclaredUC,CollapsedSourceRows,FirstSourceRow,QueryText
Q001173,Claude3.7,8,Claude3.7_run8.json,UserCredentials,UserCredentials,resetFailedAttempts,+ resetFailedAttempts (),2,1,1357,Class: User Credentials. Method: reset Failed Attempts. Signature: reset Failed Attempts.
Q001174,Claude3.7,8,Claude3.7_run8.json,UserCredentials,UserCredentials,resetPassword,+ resetPassword (newPassword : String),3,1,1358,Class: User Credentials. Method: reset Password. Signature: reset Password new Password String.
Q001175,Claude3.7,8,Claude3.7_run8.json,UserCredentials,UserCredentials,validateEmail,+ validateEmail (email : String) : ValidationResult,1,1,1359,Class: User Credentials. Method: validate Email. Signature: validate Email email String Validation Result.
Q001176,Claude3.7,8,Claude3.7_run8.json,UserCredentials,UserCredentials,validatePassword,+ validatePassword (password : String) : ValidationResult,1,1,1360,Class: User Credentials. Method: validate Password. Signature: validate Password password String Validation Result.
Q001177,Claude3.7,8,Claude3.7_run8.json,UserCredentials,UserCredentials,verifyPassword,+ verifyPassword (password : String) : Boolean,2,1,1361,Class: User Credentials. Method: verify Password. Signature: verify Password password String Boolean.
Q001178,Claude3.7,8,Claude3.7_run8.json,UserProfile,UserProfile,assignRole,+ assignRole (role : UserRole),21,1,1362,Class: User Profile. Method: assign Role. Signature: assign Role role User Role.
Q001179,Claude3.7,8,Claude3.7_run8.json,UserProfile,UserProfile,recordProfileUpdate,+ recordProfileUpdate (),4,1,1363,Class: User Profile. Method: record Profile Update. Signature: record Profile Update.
Q001180,Claude3.7,8,Claude3.7_run8.json,UserProfile,UserProfile,updateProfileInfo,"+ updateProfileInfo (name : String, phone : String, address : Address)",4,1,1364,Class: User Profile. Method: update Profile Info. Signature: update Profile Info name String phone String address Address.
Q001181,Claude3.7,8,Claude3.7_run8.json,UserProfile,UserProfile,validateProfile,+ validateProfile () : ValidationResult,1,1,1365,Class: User Profile. Method: validate Profile. Signature: validate Profile Validation Result.
Q001182,Claude3.7,8,Claude3.7_run8.json,UserProfile,UserProfile,verifyEmail,+ verifyEmail (),1,1,1366,Class: User Profile. Method: verify Email. Signature: verify Email.
Q001183,Claude3.7,8,Claude3.7_run8.json,ValidationResult,ValidationResult,addMessage,+ addMessage (message : String),1,1,1367,Class: Validation Result. Method: add Message. Signature: add Message message String.
Q001184,Claude3.7,8,Claude3.7_run8.json,ValidationResult,ValidationResult,isValid,+ isValid () : Boolean,1,1,1368,Class: Validation Result. Method: is Valid. Signature: is Valid Boolean.
Q001185,Claude3.7,8,Claude3.7_run8.json,WasteJourney,WasteJourney,cancelJourney,+ cancelJourney (),12,1,1370,Class: Waste Journey. Method: cancel Journey. Signature: cancel Journey.
Q001186,Claude3.7,8,Claude3.7_run8.json,WasteJourney,WasteJourney,getCurrentStage,+ getCurrentStage () : Stage,10,1,1374,Class: Waste Journey. Method: get Current Stage. Signature: get Current Stage Stage.
Q001187,Claude3.7,8,Claude3.7_run8.json,WasteJourney,WasteJourney,updateLocation,+ updateLocation (location : Address),10,1,1375,Class: Waste Journey. Method: update Location. Signature: update Location location Address.
Q001188,Claude3.7,8,Claude3.7_run8.json,WasteJourney,WasteJourney,validateTrackingCode,+ validateTrackingCode (code : String) : ValidationResult,10,1,1376,Class: Waste Journey. Method: validate Tracking Code. Signature: validate Tracking Code code String Validation Result.
Q001189,Claude3.7,9,Claude3.7_run9.json,Address,Address,verify,+ verify (),1,1,1378,Class: Address. Method: verify. Signature: verify.
Q001190,Claude3.7,9,Claude3.7_run9.json,CollectionPoint,CollectionPoint,addOperatingHours,+ addOperatingHours (openingHours : OpeningHours),20,1,1379,Class: Collection Point. Method: add Operating Hours. Signature: add Operating Hours opening Hours Opening Hours.
Q001191,Claude3.7,9,Claude3.7_run9.json,CollectionPoint,CollectionPoint,createPoint,"+ createPoint (name : String, type : PointType, position : Coordinates) : ValidationResult",20,1,1380,Class: Collection Point. Method: create Point. Signature: create Point name String type Point Type position Coordinates Validation Result.
Q001192,Claude3.7,9,Claude3.7_run9.json,CollectionPoint,CollectionPoint,updatePoint,"+ updatePoint (name : String, type : PointType) : ValidationResult",20,1,1383,Class: Collection Point. Method: update Point. Signature: update Point name String type Point Type Validation Result.
Q001193,Claude3.7,9,Claude3.7_run9.json,CollectionRequest,CollectionRequest,specifyCollectionDetails,"+ specifyCollectionDetails (vehicleType : VehicleType, location : Address) : ValidationResult",6,1,1384,Class: Collection Request. Method: specify Collection Details. Signature: specify Collection Details vehicle Type Vehicle Type location Address Validation Result.
Q001194,Claude3.7,9,Claude3.7_run9.json,Coordinates,Coordinates,calculateDistance,+ calculateDistance (other : Coordinates) : Float,14,1,1385,Class: Coordinates. Method: calculate Distance. Signature: calculate Distance other Coordinates Float.
Q001195,Claude3.7,9,Claude3.7_run9.json,NotificationService,NotificationService,notifyAccountDeactivation,+ notifyAccountDeactivation (userProfile : UserProfile),15,1,1386,Class: Notification Service. Method: notify Account Deactivation. Signature: notify Account Deactivation user Profile User Profile.
Q001196,Claude3.7,9,Claude3.7_run9.json,NotificationService,NotificationService,notifyServiceProvider,+ notifyServiceProvider (request : ServiceRequest),6,1,1388,Class: Notification Service. Method: notify Service Provider. Signature: notify Service Provider request Service Request.
Q001197,Claude3.7,9,Claude3.7_run9.json,NotificationService,NotificationService,sendPasswordResetEmail,"+ sendPasswordResetEmail (recipient : UserProfile, token : String)",3,1,1390,Class: Notification Service. Method: send Password Reset Email. Signature: send Password Reset Email recipient User Profile token String.
Q001198,Claude3.7,9,Claude3.7_run9.json,NotificationService,NotificationService,sendVerificationEmail,+ sendVerificationEmail (recipient : UserProfile),1,1,1391,Class: Notification Service. Method: send Verification Email. Signature: send Verification Email recipient User Profile.
Q001199,Claude3.7,9,Claude3.7_run9.json,Product,Product,archiveListing,+ archiveListing (),13,1,1395,Class: Product. Method: archive Listing. Signature: archive Listing.
Q001200,Claude3.7,9,Claude3.7_run9.json,Product,Product,createListing,"+ createListing (name : String, description : String, category : ProductCategory, inventory : Integer) : ValidationResult",5,1,1397,Class: Product. Method: create Listing. Signature: create Listing name String description String category Product Category inventory Integer Validation Result.
Q001201,Claude3.7,9,Claude3.7_run9.json,Product,Product,publishListing,+ publishListing (),5,1,1398,Class: Product. Method: publish Listing. Signature: publish Listing.
Q001202,Claude3.7,9,Claude3.7_run9.json,Product,Product,updateListing,"+ updateListing (name : String, description : String, category : ProductCategory, inventory : Integer) : ValidationResult",13,1,1399,Class: Product. Method: update Listing. Signature: update Listing name String description String category Product Category inventory Integer Validation Result.
Q001203,Claude3.7,9,Claude3.7_run9.json,RoleManager,RoleManager,assignRole,"+ assignRole (userAccount : UserAccount, role : UserRole) : ValidationResult",21,1,1401,Class: Role Manager. Method: assign Role. Signature: assign Role user Account User Account role User Role Validation Result.
Q001204,Claude3.7,9,Claude3.7_run9.json,RoleManager,RoleManager,validateRoleTransition,"+ validateRoleTransition (currentRole : UserRole, newRole : UserRole) : ValidationResult",21,1,1402,Class: Role Manager. Method: validate Role Transition. Signature: validate Role Transition current Role User Role new Role User Role Validation Result.
Q001205,Claude3.7,9,Claude3.7_run9.json,RoutePlan,RoutePlan,addWaypoint,+ addWaypoint (coordinate : Coordinates),9,1,1403,Class: Route Plan. Method: add Waypoint. Signature: add Waypoint coordinate Coordinates.
Q001206,Claude3.7,9,Claude3.7_run9.json,RoutePlan,RoutePlan,optimizeRoute,+ optimizeRoute (),9,1,1404,Class: Route Plan. Method: optimize Route. Signature: optimize Route.
Q001207,Claude3.7,9,Claude3.7_run9.json,SearchFilter,SearchFilter,addCategoryFilter,+ addCategoryFilter (category : ProductCategory),14,1,1405,Class: Search Filter. Method: add Category Filter. Signature: add Category Filter category Product Category.
Q001208,Claude3.7,9,Claude3.7_run9.json,SearchFilter,SearchFilter,applyFilter,+ applyFilter (products : Product[]) : Product[],14,1,1406,Class: Search Filter. Method: apply Filter. Signature: apply Filter products Product Product.
Q001209,Claude3.7,9,Claude3.7_run9.json,SearchFilter,SearchFilter,setKeywordFilter,+ setKeywordFilter (keywords : String),14,1,1407,Class: Search Filter. Method: set Keyword Filter. Signature: set Keyword Filter keywords String.
Q001210,Claude3.7,9,Claude3.7_run9.json,SearchFilter,SearchFilter,setLocationFilter,"+ setLocationFilter (location : Address, maxDistance : Float)",14,1,1408,Class: Search Filter. Method: set Location Filter. Signature: set Location Filter location Address max Distance Float.
Q001211,Claude3.7,9,Claude3.7_run9.json,ServiceProvider,ServiceProvider,updateProviderProfile,"+ updateProviderProfile (companyName : String, profile : UserProfile) : ValidationResult",19,1,1409,Class: Service Provider. Method: update Provider Profile. Signature: update Provider Profile company Name String profile User Profile Validation Result.
Q001212,Claude3.7,9,Claude3.7_run9.json,ServiceRequest,ServiceRequest,cancelRequest,+ cancelRequest (cancelledBy : UserProfile),12,1,1411,Class: Service Request. Method: cancel Request. Signature: cancel Request cancelled By User Profile.
Q001213,Claude3.7,9,Claude3.7_run9.json,ServiceRequest,ServiceRequest,createRequest,"+ createRequest (requester : UserProfile, requestType : RequestType, scheduledTime : TimeRange) : ValidationResult",6,1,1413,Class: Service Request. Method: create Request. Signature: create Request requester User Profile request Type Request Type scheduled Time Time Range Validation Result.
Q001214,Claude3.7,9,Claude3.7_run9.json,ServiceRequest,ServiceRequest,getStatus,+ getStatus () : RequestStatus,11,1,1414,Class: Service Request. Method: get Status. Signature: get Status Request Status.
Q001215,Claude3.7,9,Claude3.7_run9.json,TimeRange,TimeRange,isValid,+ isValid () : Boolean,20,1,1417,Class: Time Range. Method: is Valid. Signature: is Valid Boolean.
Q001216,Claude3.7,9,Claude3.7_run9.json,TimeRange,TimeRange,overlaps,+ overlaps (other : TimeRange) : Boolean,19,1,1418,Class: Time Range. Method: overlaps. Signature: overlaps other Time Range Boolean.
Q001217,Claude3.7,9,Claude3.7_run9.json,TransportRequest,TransportRequest,specifyTransportRoute,+ specifyTransportRoute (routePlan : RoutePlan) : ValidationResult,6,1,1419,Class: Transport Request. Method: specify Transport Route. Signature: specify Transport Route route Plan Route Plan Validation Result.
Q001218,Claude3.7,9,Claude3.7_run9.json,UserAccount,UserAccount,activate,+ activate (),1,1,1420,Class: User Account. Method: activate. Signature: activate.
Q001219,Claude3.7,9,Claude3.7_run9.json,UserAccount,UserAccount,createAccount,"+ createAccount (profile : UserProfile, credentials : UserCredentials) : ValidationResult",1,1,1421,Class: User Account. Method: create Account. Signature: create Account profile User Profile credentials User Credentials Validation Result.
Q001220,Claude3.7,9,Claude3.7_run9.json,UserAccount,UserAccount,deactivate,+ deactivate (reason : String),15,1,1422,Class: User Account. Method: deactivate. Signature: deactivate reason String.
Q001221,Claude3.7,9,Claude3.7_run9.json,UserAccount,UserAccount,lock,+ lock (),2,1,1424,Class: User Account. Method: lock. Signature: lock.
Q001222,Claude3.7,9,Claude3.7_run9.json,UserCredentials,UserCredentials,createPasswordResetToken,+ createPasswordResetToken () : String,3,1,1425,Class: User Credentials. Method: create Password Reset Token. Signature: create Password Reset Token String.
Q001223,Claude3.7,9,Claude3.7_run9.json,UserCredentials,UserCredentials,incrementFailedAttempts,+ incrementFailedAttempts () : Integer,2,1,1426,Class: User Credentials. Method: increment Failed Attempts. Signature: increment Failed Attempts Integer.
Q001224,Claude3.7,9,Claude3.7_run9.json,UserCredentials,UserCredentials,recordLoginTime,+ recordLoginTime (),2,1,1427,Class: User Credentials. Method: record Login Time. Signature: record Login Time.
Q001225,Claude3.7,9,Claude3.7_run9.json,UserCredentials,UserCredentials,recordLogout,+ recordLogout (),16,1,1428,Class: User Credentials. Method: record Logout. Signature: record Logout.
Q001226,Claude3.7,9,Claude3.7_run9.json,UserCredentials,UserCredentials,resetPassword,+ resetPassword (newPassword : String) : ValidationResult,3,1,1429,Class: User Credentials. Method: reset Password. Signature: reset Password new Password String Validation Result.
Q001227,Claude3.7,9,Claude3.7_run9.json,UserCredentials,UserCredentials,validateCredentials,"+ validateCredentials (email : String, password : String) : ValidationResult",2,1,1430,Class: User Credentials. Method: validate Credentials. Signature: validate Credentials email String password String Validation Result.
Q001228,Claude3.7,9,Claude3.7_run9.json,UserCredentials,UserCredentials,validatePasswordResetToken,+ validatePasswordResetToken (token : String) : ValidationResult,3,1,1431,Class: User Credentials. Method: validate Password Reset Token. Signature: validate Password Reset Token token String Validation Result.
Q001229,Claude3.7,9,Claude3.7_run9.json,UserProfile,UserProfile,updateProfile,"+ updateProfile (name : String, phoneNumber : String, address : Address) : ValidationResult",4,1,1432,Class: User Profile. Method: update Profile. Signature: update Profile name String phone Number String address Address Validation Result.
Q001230,Claude3.7,9,Claude3.7_run9.json,UserProfile,UserProfile,validateEmail,+ validateEmail () : ValidationResult,1,1,1433,Class: User Profile. Method: validate Email. Signature: validate Email Validation Result.
Q001231,Claude3.7,9,Claude3.7_run9.json,UserProfile,UserProfile,verifyEmail,+ verifyEmail (),1,1,1434,Class: User Profile. Method: verify Email. Signature: verify Email.
